,dateFrom,dateTo,flightFrom,flightTo,price,airline,flightDur,stayLen,searchAdv
6237,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,14,29,324
6238,2018-09-05,2018-10-04,WAW,ICN,2692,LOT,9,29,324
6239,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,14,29,324
6240,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,17,29,324
6241,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,14,29,324
6242,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,19,29,324
6243,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,17,29,324
6244,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,19,29,324
6245,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,17,29,324
6246,2018-09-05,2018-10-04,WAW,ICN,2228,Air China,19,29,324
6247,2018-09-06,2018-10-05,WAW,ICN,2508,KLM,19,29,325
6248,2018-09-06,2018-10-05,WAW,ICN,2692,LOT,9,29,325
6249,2018-09-06,2018-10-05,WAW,ICN,2508,KLM,19,29,325
6250,2018-09-06,2018-10-05,WAW,ICN,2508,KLM,25,29,325
6251,2018-09-06,2018-10-05,WAW,ICN,2508,KLM,25,29,325
6252,2018-09-06,2018-10-05,WAW,ICN,2526,Air France,17,29,325
6253,2018-09-06,2018-10-05,WAW,ICN,2526,KLM,19,29,325
6254,2018-09-06,2018-10-05,WAW,ICN,2526,Air France,17,29,325
6255,2018-09-06,2018-10-05,WAW,ICN,2526,KLM,19,29,325
6256,2018-09-06,2018-10-05,WAW,ICN,2526,KLM,25,29,325
6257,2018-09-07,2018-10-06,WAW,ICN,2674,KLM,19,29,326
6258,2018-09-07,2018-10-06,WAW,ICN,2692,LOT,9,29,326
6259,2018-09-07,2018-10-06,WAW,ICN,2692,Air France,17,29,326
6260,2018-09-07,2018-10-06,WAW,ICN,2699,KLM,19,29,326
6261,2018-09-07,2018-10-06,WAW,ICN,2716,Air France,17,29,326
6262,2018-09-07,2018-10-06,WAW,ICN,2821,KLM,14,29,326
6263,2018-09-07,2018-10-06,WAW,ICN,2821,KLM,25,29,326
6264,2018-09-07,2018-10-06,WAW,ICN,2844,KLM,19,29,326
6265,2018-09-07,2018-10-06,WAW,ICN,2846,KLM,14,29,326
6266,2018-09-07,2018-10-06,WAW,ICN,2846,KLM,25,29,326
6267,2018-09-08,2018-10-07,WAW,ICN,2447,Air China,14,29,327
6268,2018-09-08,2018-10-07,WAW,ICN,2612,LOT,9,29,327
6269,2018-09-08,2018-10-07,WAW,ICN,2447,Air China,15,29,327
6270,2018-09-08,2018-10-07,WAW,ICN,3313,Finnair,12,29,327
6271,2018-09-08,2018-10-07,WAW,ICN,3816,KLM,14,29,327
6272,2018-09-08,2018-10-07,WAW,ICN,3976,Czech Airlines,12,29,327
6273,2018-09-08,2018-10-07,WAW,ICN,3988,KLM,14,29,327
6274,2018-09-08,2018-10-07,WAW,ICN,4003,Czech Airlines,14,29,327
6275,2018-09-09,2018-10-08,WAW,ICN,2418,KLM,19,29,328
6276,2018-09-09,2018-10-08,WAW,ICN,3313,Finnair,12,29,328
6277,2018-09-09,2018-10-08,WAW,ICN,2418,KLM,19,29,328
6278,2018-09-09,2018-10-08,WAW,ICN,2434,Air France,17,29,328
6279,2018-09-09,2018-10-08,WAW,ICN,2434,Air France,17,29,328
6280,2018-09-09,2018-10-08,WAW,ICN,2469,KLM,25,29,328
6281,2018-09-09,2018-10-08,WAW,ICN,2469,KLM,25,29,328
6282,2018-09-09,2018-10-08,WAW,ICN,2496,KLM,19,29,328
6283,2018-09-09,2018-10-08,WAW,ICN,2496,KLM,19,29,328
6284,2018-09-10,2018-10-09,WAW,ICN,2434,Air France,17,29,329
6285,2018-09-10,2018-10-09,WAW,ICN,2612,LOT,9,29,329
6286,2018-09-10,2018-10-09,WAW,ICN,2434,Air France,17,29,329
6287,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,14,29,329
6288,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,14,29,329
6289,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,17,29,329
6290,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,14,29,329
6291,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,19,29,329
6292,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,17,29,329
6293,2018-09-10,2018-10-09,WAW,ICN,2447,Air China,19,29,329
6294,2018-09-11,2018-10-10,WAW,ICN,2526,Air France,17,29,330
6295,2018-09-11,2018-10-10,WAW,ICN,2664,Finnair,12,29,330
6296,2018-09-11,2018-10-10,WAW,ICN,3149,Lufthansa,13,29,330
6297,2018-09-11,2018-10-10,WAW,ICN,2526,Air France,17,29,330
6298,2018-09-11,2018-10-10,WAW,ICN,2544,Air France,17,29,330
6299,2018-09-11,2018-10-10,WAW,ICN,2565,Air France,28,29,330
6300,2018-09-11,2018-10-10,WAW,ICN,2565,Air France,28,29,330
6301,2018-09-11,2018-10-10,WAW,ICN,2573,Air France,17,29,330
6302,2018-09-11,2018-10-10,WAW,ICN,2613,Air France,28,29,330
6303,2018-09-11,2018-10-10,WAW,ICN,2655,KLM,19,29,330
6304,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,14,29,331
6305,2018-09-12,2018-10-11,WAW,ICN,2612,LOT,9,29,331
6306,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,14,29,331
6307,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,17,29,331
6308,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,14,29,331
6309,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,19,29,331
6310,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,17,29,331
6311,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,19,29,331
6312,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,17,29,331
6313,2018-09-12,2018-10-11,WAW,ICN,2447,Air China,19,29,331
6314,2018-09-13,2018-10-12,WAW,ICN,2612,LOT,9,29,332
6315,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,16,29,332
6316,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,16,29,332
6317,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,19,29,332
6318,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,19,29,332
6319,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,19,29,332
6320,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,19,29,332
6321,2018-09-13,2018-10-12,WAW,ICN,2984,Lufthansa,19,29,332
6322,2018-09-13,2018-10-12,WAW,ICN,3013,Lufthansa,16,29,332
6323,2018-09-13,2018-10-12,WAW,ICN,3013,Lufthansa,16,29,332
6324,2018-05-01,2018-07-30,WAW,ICN,2730,Air France,15,90,197
6325,2018-05-01,2018-07-30,WAW,ICN,3035,Lufthansa,13,90,197
6326,2018-05-01,2018-07-30,WAW,ICN,3178,Finnair,12,90,197
6327,2018-05-01,2018-07-30,WAW,ICN,2730,Air France,17,90,197
6328,2018-05-01,2018-07-30,WAW,ICN,2730,Air France,15,90,197
6329,2018-05-01,2018-07-30,WAW,ICN,2730,Air France,17,90,197
6330,2018-05-01,2018-07-30,WAW,ICN,2816,Air France,15,90,197
6331,2018-05-01,2018-07-30,WAW,ICN,2816,Air France,17,90,197
6332,2018-05-01,2018-07-30,WAW,ICN,2844,KLM,14,90,197
6333,2018-05-01,2018-07-30,WAW,ICN,2844,KLM,14,90,197
6334,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,14,90,198
6335,2018-05-02,2018-07-31,WAW,ICN,3067,LOT,9,90,198
6336,2018-05-02,2018-07-31,WAW,ICN,3164,Finnair,12,90,198
6337,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,14,90,198
6338,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,17,90,198
6339,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,14,90,198
6340,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,17,90,198
6341,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,19,90,198
6342,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,19,90,198
6343,2018-05-02,2018-07-31,WAW,ICN,2178,Air China,17,90,198
6344,2018-05-03,2018-08-01,WAW,ICN,2270,Turkish Airlines,14,90,199
6345,2018-05-03,2018-08-01,WAW,ICN,3178,Finnair,12,90,199
6346,2018-05-03,2018-08-01,WAW,ICN,3276,Lufthansa,13,90,199
6347,2018-05-03,2018-08-01,WAW,ICN,2270,Turkish Airlines,19,90,199
6348,2018-05-03,2018-08-01,WAW,ICN,2589,Turkish Airlines,16,90,199
6349,2018-05-03,2018-08-01,WAW,ICN,2589,Turkish Airlines,21,90,199
6350,2018-05-03,2018-08-01,WAW,ICN,2674,Turkish Airlines,14,90,199
6351,2018-05-03,2018-08-01,WAW,ICN,2674,Turkish Airlines,19,90,199
6352,2018-05-03,2018-08-01,WAW,ICN,2816,Air France,17,90,199
6353,2018-05-03,2018-08-01,WAW,ICN,2821,KLM,14,90,199
6354,2018-05-04,2018-08-02,WAW,ICN,2101,Air China,13,90,200
6355,2018-05-04,2018-08-02,WAW,ICN,2795,LOT,9,90,200
6356,2018-05-04,2018-08-02,WAW,ICN,2101,Air China,14,90,200
6357,2018-05-04,2018-08-02,WAW,ICN,3177,Aeroflot,15,90,200
6358,2018-05-04,2018-08-02,WAW,ICN,3183,Aeroflot,18,90,200
6359,2018-05-04,2018-08-02,WAW,ICN,3244,KLM,14,90,200
6360,2018-05-04,2018-08-02,WAW,ICN,3311,Finnair,14,90,200
6361,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,14,90,201
6362,2018-05-05,2018-08-03,WAW,ICN,3270,LOT,9,90,201
6363,2018-05-05,2018-08-03,WAW,ICN,3311,Finnair,12,90,201
6364,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,15,90,201
6365,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,14,90,201
6366,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,17,90,201
6367,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,15,90,201
6368,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,14,90,201
6369,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,17,90,201
6370,2018-05-05,2018-08-03,WAW,ICN,2108,Air China,19,90,201
6371,2018-05-06,2018-08-04,WAW,ICN,2102,Air China,17,90,202
6372,2018-05-06,2018-08-04,WAW,ICN,2185,Turkish Airlines,14,90,202
6373,2018-05-06,2018-08-04,WAW,ICN,2674,Emirates,18,90,202
6374,2018-05-06,2018-08-04,WAW,ICN,2102,Air China,17,90,202
6375,2018-05-06,2018-08-04,WAW,ICN,3313,Qatar Airways,23,90,202
6376,2018-05-06,2018-08-04,WAW,ICN,3326,Qatar Airways,23,90,202
6377,2018-05-06,2018-08-04,WAW,ICN,3789,Finnair,29,90,202
6378,2018-05-06,2018-08-04,WAW,ICN,3836,KLM,19,90,202
6379,2018-05-06,2018-08-04,WAW,ICN,4049,KLM,25,90,202
6380,2018-05-06,2018-08-04,WAW,ICN,4260,KLM,25,90,202
6381,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,14,90,203
6382,2018-05-07,2018-08-05,WAW,ICN,3217,LOT,9,90,203
6383,2018-05-07,2018-08-05,WAW,ICN,3389,Korean Air,14,90,203
6384,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,14,90,203
6385,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,17,90,203
6386,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,14,90,203
6387,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,14,90,203
6388,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,19,90,203
6389,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,17,90,203
6390,2018-05-07,2018-08-05,WAW,ICN,2178,Air China,17,90,203
6391,2018-05-08,2018-08-06,WAW,ICN,2366,Air France,28,90,204
6392,2018-05-08,2018-08-06,WAW,ICN,2964,Lufthansa,13,90,204
6393,2018-05-08,2018-08-06,WAW,ICN,3178,Finnair,12,90,204
6394,2018-05-08,2018-08-06,WAW,ICN,2366,Air France,31,90,204
6395,2018-05-08,2018-08-06,WAW,ICN,2366,Air France,35,90,204
6396,2018-05-08,2018-08-06,WAW,ICN,2388,Emirates,18,90,204
6397,2018-05-08,2018-08-06,WAW,ICN,2423,KLM,30,90,204
6398,2018-05-08,2018-08-06,WAW,ICN,2423,KLM,30,90,204
6399,2018-05-08,2018-08-06,WAW,ICN,2423,KLM,30,90,204
6400,2018-05-08,2018-08-06,WAW,ICN,2455,Air France,17,90,204
6401,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,14,90,205
6402,2018-05-09,2018-08-07,WAW,ICN,2692,LOT,9,90,205
6403,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,14,90,205
6404,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,17,90,205
6405,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,14,90,205
6406,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,19,90,205
6407,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,17,90,205
6408,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,19,90,205
6409,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,17,90,205
6410,2018-05-09,2018-08-07,WAW,ICN,2178,Air China,19,90,205
6411,2018-05-10,2018-08-08,WAW,ICN,2270,Turkish Airlines,14,90,206
6412,2018-05-10,2018-08-08,WAW,ICN,2946,Lufthansa,13,90,206
6413,2018-05-10,2018-08-08,WAW,ICN,3178,Finnair,12,90,206
6414,2018-05-10,2018-08-08,WAW,ICN,2270,Turkish Airlines,19,90,206
6415,2018-05-10,2018-08-08,WAW,ICN,2474,Emirates,18,90,206
6416,2018-05-10,2018-08-08,WAW,ICN,2474,Emirates,25,90,206
6417,2018-05-10,2018-08-08,WAW,ICN,2494,Air France,17,90,206
6418,2018-05-10,2018-08-08,WAW,ICN,2494,Air France,17,90,206
6419,2018-05-10,2018-08-08,WAW,ICN,2494,Air France,17,90,206
6420,2018-05-10,2018-08-08,WAW,ICN,2494,Air France,17,90,206
6421,2018-05-11,2018-08-09,WAW,ICN,2166,Air China,13,90,207
6422,2018-05-11,2018-08-09,WAW,ICN,2867,LOT,9,90,207
6423,2018-05-11,2018-08-09,WAW,ICN,3041,Lufthansa,13,90,207
6424,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,14,90,207
6425,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,13,90,207
6426,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,14,90,207
6427,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,17,90,207
6428,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,13,90,207
6429,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,14,90,207
6430,2018-05-11,2018-08-09,WAW,ICN,2178,Air China,17,90,207
6431,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,14,90,208
6432,2018-05-12,2018-08-10,WAW,ICN,2920,LOT,9,90,208
6433,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,15,90,208
6434,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,14,90,208
6435,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,17,90,208
6436,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,15,90,208
6437,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,14,90,208
6438,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,17,90,208
6439,2018-05-12,2018-08-10,WAW,ICN,2108,Air China,19,90,208
6440,2018-05-13,2018-08-11,WAW,ICN,2313,Turkish Airlines,14,90,209
6441,2018-05-13,2018-08-11,WAW,ICN,3444,Finnair,12,90,209
6442,2018-05-13,2018-08-11,WAW,ICN,3630,Aeroflot,15,90,209
6443,2018-05-13,2018-08-11,WAW,ICN,2313,Turkish Airlines,14,90,209
6444,2018-05-13,2018-08-11,WAW,ICN,2313,Turkish Airlines,19,90,209
6445,2018-05-13,2018-08-11,WAW,ICN,2313,Turkish Airlines,19,90,209
6446,2018-05-13,2018-08-11,WAW,ICN,2631,Turkish Airlines,16,90,209
6447,2018-05-13,2018-08-11,WAW,ICN,2631,Turkish Airlines,16,90,209
6448,2018-05-13,2018-08-11,WAW,ICN,2631,Turkish Airlines,14,90,209
6449,2018-05-13,2018-08-11,WAW,ICN,2631,Turkish Airlines,21,90,209
6450,2018-05-15,2018-08-13,WAW,ICN,2406,Air France,17,90,211
6451,2018-05-15,2018-08-13,WAW,ICN,2420,Emirates,18,90,211
6452,2018-05-15,2018-08-13,WAW,ICN,3974,Czech Airlines,13,90,211
6453,2018-05-15,2018-08-13,WAW,ICN,2444,Air France,31,90,211
6454,2018-05-15,2018-08-13,WAW,ICN,2789,Air France,17,90,211
6455,2018-05-15,2018-08-13,WAW,ICN,2821,KLM,19,90,211
6456,2018-05-15,2018-08-13,WAW,ICN,2846,KLM,19,90,211
6457,2018-05-15,2018-08-13,WAW,ICN,2991,KLM,14,90,211
6458,2018-05-15,2018-08-13,WAW,ICN,4159,Czech Airlines,33,90,211
6459,2018-05-15,2018-08-13,WAW,ICN,9677,Turkish Airlines,21,90,211
6460,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,14,90,212
6461,2018-05-16,2018-08-14,WAW,ICN,2620,LOT,9,90,212
6462,2018-05-16,2018-08-14,WAW,ICN,2774,Finnair,12,90,212
6463,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,14,90,212
6464,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,17,90,212
6465,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,14,90,212
6466,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,17,90,212
6467,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,19,90,212
6468,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,19,90,212
6469,2018-05-16,2018-08-14,WAW,ICN,2098,Air China,17,90,212
6470,2018-05-17,2018-08-15,WAW,ICN,2181,Turkish Airlines,19,90,213
6471,2018-05-17,2018-08-15,WAW,ICN,2474,Emirates,18,90,213
6472,2018-05-17,2018-08-15,WAW,ICN,2825,KLM,14,90,213
6473,2018-05-17,2018-08-15,WAW,ICN,2362,Emirates,25,90,213
6474,2018-05-17,2018-08-15,WAW,ICN,2381,Air France,17,90,213
6475,2018-05-17,2018-08-15,WAW,ICN,2587,Air France,17,90,213
6476,2018-05-17,2018-08-15,WAW,ICN,2642,Air France,17,90,213
6477,2018-05-17,2018-08-15,WAW,ICN,2655,KLM,25,90,213
6478,2018-05-17,2018-08-15,WAW,ICN,2991,KLM,19,90,213
6479,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,13,90,214
6480,2018-05-18,2018-08-16,WAW,ICN,2767,LOT,9,90,214
6481,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,14,90,214
6482,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,13,90,214
6483,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,14,90,214
6484,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,17,90,214
6485,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,13,90,214
6486,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,14,90,214
6487,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,19,90,214
6488,2018-05-18,2018-08-16,WAW,ICN,2178,Air China,17,90,214
6489,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,14,90,215
6490,2018-05-19,2018-08-17,WAW,ICN,2692,LOT,9,90,215
6491,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,15,90,215
6492,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,14,90,215
6493,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,17,90,215
6494,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,15,90,215
6495,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,14,90,215
6496,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,19,90,215
6497,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,17,90,215
6498,2018-05-19,2018-08-17,WAW,ICN,2178,Air China,15,90,215
6499,2018-05-20,2018-08-18,WAW,ICN,2313,Turkish Airlines,14,90,216
6500,2018-05-20,2018-08-18,WAW,ICN,3162,Lufthansa,13,90,216
6501,2018-05-20,2018-08-18,WAW,ICN,3539,Finnair,12,90,216
6502,2018-05-20,2018-08-18,WAW,ICN,2313,Turkish Airlines,14,90,216
6503,2018-05-20,2018-08-18,WAW,ICN,2313,Turkish Airlines,19,90,216
6504,2018-05-20,2018-08-18,WAW,ICN,2313,Turkish Airlines,19,90,216
6505,2018-05-20,2018-08-18,WAW,ICN,2631,Turkish Airlines,16,90,216
6506,2018-05-20,2018-08-18,WAW,ICN,2631,Turkish Airlines,16,90,216
6507,2018-05-20,2018-08-18,WAW,ICN,2631,Turkish Airlines,14,90,216
6508,2018-05-20,2018-08-18,WAW,ICN,2631,Turkish Airlines,21,90,216
6509,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,14,90,217
6510,2018-05-21,2018-08-19,WAW,ICN,2995,LOT,9,90,217
6511,2018-05-21,2018-08-19,WAW,ICN,3045,Finnair,12,90,217
6512,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,14,90,217
6513,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,17,90,217
6514,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,14,90,217
6515,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,14,90,217
6516,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,17,90,217
6517,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,19,90,217
6518,2018-05-21,2018-08-19,WAW,ICN,2108,Air China,17,90,217
6519,2018-05-22,2018-08-20,WAW,ICN,2363,Air France,17,90,218
6520,2018-05-22,2018-08-20,WAW,ICN,2959,Lufthansa,13,90,218
6521,2018-05-22,2018-08-20,WAW,ICN,3289,Finnair,12,90,218
6522,2018-05-22,2018-08-20,WAW,ICN,2363,Air France,17,90,218
6523,2018-05-22,2018-08-20,WAW,ICN,2363,Air France,17,90,218
6524,2018-05-22,2018-08-20,WAW,ICN,2363,Air France,17,90,218
6525,2018-05-22,2018-08-20,WAW,ICN,2363,Air France,17,90,218
6526,2018-05-22,2018-08-20,WAW,ICN,2363,Air France,17,90,218
6527,2018-05-22,2018-08-20,WAW,ICN,2368,Air France,17,90,218
6528,2018-05-22,2018-08-20,WAW,ICN,2368,Air France,17,90,218
6529,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,14,90,219
6530,2018-05-23,2018-08-21,WAW,ICN,2767,LOT,9,90,219
6531,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,14,90,219
6532,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,17,90,219
6533,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,14,90,219
6534,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,17,90,219
6535,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,19,90,219
6536,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,19,90,219
6537,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,17,90,219
6538,2018-05-23,2018-08-21,WAW,ICN,2178,Air China,19,90,219
6539,2018-05-24,2018-08-22,WAW,ICN,2270,Turkish Airlines,14,90,220
6540,2018-05-24,2018-08-22,WAW,ICN,2730,Lufthansa,13,90,220
6541,2018-05-24,2018-08-22,WAW,ICN,2907,Finnair,12,90,220
6542,2018-05-24,2018-08-22,WAW,ICN,2270,Turkish Airlines,19,90,220
6543,2018-05-24,2018-08-22,WAW,ICN,2303,Air France,28,90,220
6544,2018-05-24,2018-08-22,WAW,ICN,2303,Air France,28,90,220
6545,2018-05-24,2018-08-22,WAW,ICN,2363,KLM,30,90,220
6546,2018-05-24,2018-08-22,WAW,ICN,2363,KLM,30,90,220
6547,2018-05-24,2018-08-22,WAW,ICN,2363,KLM,30,90,220
6548,2018-05-24,2018-08-22,WAW,ICN,2363,KLM,30,90,220
6549,2018-05-25,2018-08-23,WAW,ICN,2098,Air China,13,90,221
6550,2018-05-25,2018-08-23,WAW,ICN,2795,LOT,9,90,221
6551,2018-05-25,2018-08-23,WAW,ICN,3045,Finnair,12,90,221
6552,2018-05-25,2018-08-23,WAW,ICN,2098,Air China,14,90,221
6553,2018-05-25,2018-08-23,WAW,ICN,2890,KLM,14,90,221
6554,2018-05-25,2018-08-23,WAW,ICN,2991,Aeroflot,15,90,221
6555,2018-05-25,2018-08-23,WAW,ICN,3018,Aeroflot,18,90,221
6556,2018-05-25,2018-08-23,WAW,ICN,3045,Finnair,14,90,221
6557,2018-05-25,2018-08-23,WAW,ICN,3050,Korean Air,14,90,221
6558,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,14,90,222
6559,2018-05-26,2018-08-24,WAW,ICN,2992,LOT,9,90,222
6560,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,15,90,222
6561,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,14,90,222
6562,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,17,90,222
6563,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,15,90,222
6564,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,14,90,222
6565,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,17,90,222
6566,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,19,90,222
6567,2018-05-26,2018-08-24,WAW,ICN,2178,Air China,15,90,222
6568,2018-05-27,2018-08-25,WAW,ICN,2280,Turkish Airlines,14,90,223
6569,2018-05-27,2018-08-25,WAW,ICN,2674,Emirates,18,90,223
6570,2018-05-27,2018-08-25,WAW,ICN,3207,KLM,14,90,223
6571,2018-05-27,2018-08-25,WAW,ICN,2429,Alitalia,39,90,223
6572,2018-05-27,2018-08-25,WAW,ICN,2434,Alitalia,39,90,223
6573,2018-05-27,2018-08-25,WAW,ICN,2472,Turkish Airlines,14,90,223
6574,2018-05-27,2018-08-25,WAW,ICN,2848,Turkish Airlines,21,90,223
6575,2018-05-27,2018-08-25,WAW,ICN,3039,Finnair,29,90,223
6576,2018-05-27,2018-08-25,WAW,ICN,3076,KLM,25,90,223
6577,2018-05-27,2018-08-25,WAW,ICN,3262,KLM,19,90,223
6578,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,14,90,224
6579,2018-05-28,2018-08-26,WAW,ICN,2695,LOT,9,90,224
6580,2018-05-28,2018-08-26,WAW,ICN,3018,Aeroflot,15,90,224
6581,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,14,90,224
6582,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,17,90,224
6583,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,14,90,224
6584,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,14,90,224
6585,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,17,90,224
6586,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,19,90,224
6587,2018-05-28,2018-08-26,WAW,ICN,2108,Air China,17,90,224
6588,2018-05-29,2018-08-27,WAW,ICN,2661,Emirates,18,90,225
6589,2018-05-29,2018-08-27,WAW,ICN,2907,Finnair,12,90,225
6590,2018-05-29,2018-08-27,WAW,ICN,2946,Lufthansa,13,90,225
6591,2018-05-29,2018-08-27,WAW,ICN,2810,Lufthansa,13,90,225
6592,2018-05-29,2018-08-27,WAW,ICN,2810,Lufthansa,20,90,225
6593,2018-05-29,2018-08-27,WAW,ICN,2821,KLM,14,90,225
6594,2018-05-29,2018-08-27,WAW,ICN,2821,KLM,14,90,225
6595,2018-05-29,2018-08-27,WAW,ICN,2821,KLM,19,90,225
